Dist_Name,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area
kushinagar,4.446808531,0.238357002,4.208451529
kannauj,3.637205694,0.028212116,3.608993578
lucknow,1.996226278,0.00696436,1.989261918
basti,4.958766648,0.322726847,4.636039801
gorakhpur,8.323627750875,0.35299449,7.660317975750001
sant kabir nagar,6.190358252,0.19440129,5.995956962
unnao,3.590127624,0.07773585,3.512391774
etawah,8.323627750875,0.23711024,7.660317975750001
kanpur nagar,5.234616541,0.360877047,4.873739494
auraiya,6.808487542,0.145826885,6.662660657
faizabad,4.054677701,0.247188018,3.807489683
kanpur dehat,3.309974643,0.222688571,3.087286072
deoria,7.998150162,0.303328624,7.660317975750001
sultanpur,4.349309327,0.002008734,4.347300593
ambedkar nagar,3.80490503,0.342207082,3.462697948
rae bareli,5.209973941,0.023735469,5.186238472
jalaun,5.196857221,0.392709551,4.80414767
azamgarh,6.067454778,0.055490347,6.011964431
mau,4.820667589,0.274573764,4.546093825
fatehpur,6.194245238,0.497518236,5.696727002
ballia,8.323627750875,0.925904877,7.660317975750001
jaunpur,4.255610411,0.012266083,4.243344328
jhansi,2.23315222,0.409255286,1.823896934
banda,6.835722082,0.522039626,6.313682456
ghazipur,8.323627750875,0.864783267,7.660317975750001
kaushambi,5.838259619,0.615851316,5.222408303
prayagraj,8.323627750875,0.784955122,7.660317975750001
varanasi,4.599652222,0.883647796,3.716004426
chitrakoot,2.917583682,0.454897641,2.462686041
chandauli,8.323627750875,1.049386239,7.660317975750001
bhadohi,8.323627750875,1.079228201,7.660317975750001
mirzapur,4.158753681,1.473547713,2.685205968
lalitpur,1.497263878,1.506086959,0.008823081
sonbhadra,2.644815378,1.597536193,0.064958232
amethi,2.870234132,0.0,2.870234132
ghaziabad,2.474121961,0.0,2.474121961
sambhal,2.052578084,0.044450144,2.00812794
mahoba,0.539052412,0.300865401,0.238187011
saharanpur,2.705190205,0.020060771,2.685129434
bijnor,3.55139876,0.063788983,3.487609777
muzaffarnagar,1.484914141,0.003804991,1.48110915
baghpat,4.30209073,0.0,4.30209073
meerut,3.284379909,0.007909836,3.276470073
moradabad,3.838687956,0.0,3.838687956
rampur,4.515924008,0.0,4.515924008
shamli,1.857718186,0.0,1.857718186
balrampur,4.434421195,0.059511194,4.374910001
hamirpur,6.709509044,0.665130154,6.04437889
pratapgarh,3.66688256,0.018238429,3.648644131
uttarkashi,0.450692495,0.082932117,0.367760378
chamoli,1.044647093,0.05612071,0.988526383
dehradun,1.565549733,0.084799737,1.480749996
tehri garhwal,1.072103335,0.531062216,0.541041119
rudraprayag,1.443384607,0.040330005,1.403054602
pithoragarh,0.525534276,0.108953862,0.416580414
bageshwar,0.57268385,0.001914048,0.570769802
hardwar,2.049997612,0.174571933,1.875425679
garhwal,1.014386007,0.69594354,0.318442467
"almora
",0.649027255,0.000454012,0.648573243
nainital,0.775389314,0.026065252,0.749324062
champawat,1.472908997,0.256522301,1.216386696
udham singh nagar,2.061876849,0.785339181,1.276537668
south twenty four pargan*,8.323627750875,1.597536193,7.660317975750001
darjiling,2.014600116,0.096238867,1.918361249
jalpaiguri,4.914165317,0.3463879,4.567777417
dakshin dinajpur,3.854366613,0.005980479,3.848386134
maldah,8.323627750875,1.597536193,7.660317975750001
murshidabad,8.323627750875,1.234154397,7.660317975750001
birbhum,4.557102699,0.073826304,4.483276395
nadia,8.323627750875,0.744726558,7.660317975750001
purba bardhaman,8.323627750875,0.24975544,7.660317975750001
puruliya,0.817297747,0.509342358,0.307955389
bankura,1.837666654,0.435897763,1.401768891
north twenty four pargan*,8.323627750875,1.597536193,7.660317975750001
hooghly,8.323627750875,0.332437756,7.660317975750001
medinipur west,7.838525951,0.025978003,7.660317975750001
howrah,8.323627750875,1.597536193,7.660317975750001
kolkata,8.323627750875,1.597536193,1.85061619
purba medinipur,8.323627750875,1.597536193,7.660317975750001
alipurduar,4.056971682,0.017650059,4.039321623
paschim bardhaman,2.156244683,0.422563785,1.733680898
kalimpong,1.209230259,0.250831636,0.958398623
jhargram,1.847517048,0.072751655,1.774765393
cooch behar,7.872524259,0.371070198,7.501454061
uttar dinajpur,6.673772935,0.007231452,6.666541483
thiruvallur,2.527745598,1.597536193,0.136913665
chennai,4.645634657,1.072848464,3.572786193
krishnagiri,1.019903242,0.155619892,0.86428335
tiruvannamalai,1.068840485,0.111931507,0.956908978
dharmapuri,0.764553583,0.519672081,0.244881502
salem,1.698807354,0.995995874,0.70281148
erode,1.28966656,0.635350328,0.654316232
the nilgiris,0.41168295,0.339577292,0.072105658
namakkal,0.411626715,0.022086664,0.389540051
perambalur,0.714228873,0.002767237,0.711461636
coimbatore,0.519629022,0.20279264,0.316836382
tiruchirappalli,2.799798931,0.030082563,2.769716368
ariyalur,2.450977499,0.08746038,2.363517119
tiruppur,0.635364224,0.084088984,0.55127524
thanjavur,6.402076626,0.139785443,6.262291183
karur,1.785192578,0.062914047,1.722278531
thiruvarur,2.20727188,0.026905003,2.180366877
dindigul,0.458409501,0.079067201,0.3793423
madurai,1.022103303,0.009182441,1.012920862
theni,0.346368373,0.314606199,0.031762174
virudhunagar,1.881503151,0.022872843,1.858630308
thoothukkudi,0.991755053,1.009030229,0.017275176
kanniyakumari,0.216023548,0.214453049,0.001570499
viluppuram,2.829205267,0.250109562,2.579095705
cuddalore,6.561569456,0.689771711,5.871797745
pudukkottai,0.699430563,0.085746267,0.613684296
sivaganga,1.984480953,0.051279472,1.933201481
ramanathapuram,3.269130248,1.290662657,1.978467591
nagapattinam,8.323627750875,1.597536193,7.660317975750001
kallakurichi,1.726935239,0.016931089,1.71000415
tenkasi,0.457961738,0.050554592,0.407407146
tirunelveli,0.61478851,0.622191008,0.007402498
vellore,0.459638695,0.021681234,0.437957461
ranipet,1.50587668,0.142824545,1.363052135
tirupathur,0.890009742,0.007876167,0.882133575
kancheepuram,2.694220448,0.935998334,1.758222114
chengalpattu,4.817890104,1.597536193,2.752509381
